 -264.18499566353023 -94.45646144035499 -186.94884503102327 -183.1416709664393 1296.2802553758256 36.00389222536677 unalcol.evolution.haea.HaeaStep@593634ad
 -263.96092734087637 -87.83070335248189 -159.60196067534395 -163.58391346522023 1267.3363540452485 35.59966789234485 0.46190984904803195 0.538090150951968
 -263.96092734087637 -73.00805373167937 -143.66998875730033 -148.41098372310844 1499.0542850470317 38.71762240953119 0.4421178303918748 0.5578821696081252
 -238.4925602419369 -73.00805373167937 -125.90329201782086 -131.95791710468572 1361.5452296040874 36.89912234192146 0.40579467331855723 0.5942053266814427
 -233.12011060561687 -68.76535851618031 -108.78327165755154 -119.803251024252 1252.159220036595 35.38586186652227 0.3876340659267709 0.6123659340732289
 -228.14426954392633 -63.63594993717716 -104.39401440199109 -110.60955775617309 1032.2697195923456 32.12895453624885 0.3818010968951138 0.6181989031048863
 -191.67609745647087 -57.05574108099007 -93.50875578267372 -99.63964876338318 726.7289514490417 26.95791073968904 0.40667181923380163 0.5933281807661986
 -191.67609745647087 -57.05574108099007 -90.16171861669874 -94.41031719403644 605.4741802049596 24.606384947914627 0.43057160894957597 0.569428391050424
 -191.67609745647087 -38.6361089287247 -85.22560263030698 -88.05096825667086 526.2253597701986 22.93960243269701 0.4316153984006163 0.5683846015993839
 -163.64338891781665 -38.6361089287247 -82.00176272993961 -83.47430101187331 384.48124267504016 19.608193253715147 0.4559536049024105 0.5440463950975893
 -126.09273236911481 -38.6361089287247 -78.08050599879553 -78.49702836673279 244.79527261732662 15.645934699382028 0.4871224351710481 0.5128775648289519
 -124.60346157972066 -38.6361089287247 -75.39156970199629 -75.68781265948417 244.14991932743501 15.625297415647326 0.493065477111233 0.506934522888767
 -124.60346157972066 -33.53511998480545 -72.88566361035952 -73.28529503459767 228.8220743211748 15.126865978158689 0.49027236136364566 0.5097276386363543
 -124.60346157972066 -33.53511998480545 -71.08722028118976 -71.28136303203411 225.2513410719879 15.008375697322741 0.48109173333139 0.5189082666686101
 -112.36262422568221 -33.53511998480545 -67.71913953671942 -68.74897268735197 194.8073561085455 13.957340581520016 0.47760916932308106 0.5223908306769188
 -95.54496810904848 -33.53511998480545 -67.39428042641177 -66.96078739474473 183.07784343615913 13.53062612875543 0.47296647779628403 0.5270335222037159
 -91.85925805199714 -33.53511998480545 -65.05143280542865 -64.99224957776536 183.84815387624656 13.559061688636369 0.470355949504341 0.529644050495659
 -91.85925805199714 -33.53511998480545 -63.75724907261025 -63.73789367372075 175.56188952558244 13.2499769632095 0.48473527508704223 0.5152647249129578
 -91.85925805199714 -27.689182674796513 -61.53139428537531 -61.22207253317235 188.37848277334177 13.725104107923618 0.47616111303813297 0.523838886961867
 -91.85925805199714 -27.689182674796513 -60.17418856688859 -59.3133752338339 192.0356632476302 13.857693287399249 0.5047719202720458 0.4952280797279541
 -90.35238434407202 -26.93479615801644 -58.158313537955564 -57.52573657560487 191.33027834974084 13.832218851281267 0.5321946900883333 0.46780530991166663
 -90.35238434407202 -26.93479615801644 -57.41280697815749 -56.69092984635475 184.87971515945966 13.597048031078645 0.5289198978244694 0.47108010217553065
 -87.12739413917849 -26.93479615801644 -56.06503852885676 -55.11401903572505 192.29764113219474 13.867142500608939 0.5553789818004468 0.44462101819955335
 -82.59840785628785 -26.93479615801644 -55.427626729311925 -54.0895426222733 178.14177198239489 13.346976136278768 0.5513897647190403 0.4486102352809595
 -79.68774868797941 -22.94965563166855 -54.174040564944576 -52.24152079963525 175.80004050186298 13.258960762513139 0.5764684571490261 0.42353154285097405
 -79.68774868797941 -22.94965563166855 -50.71252483696948 -50.78965934184903 174.3359499701147 13.20363396834806 0.5928100803786186 0.4071899196213811
 -79.68774868797941 -20.554468427686487 -49.87124295132399 -49.828327343810635 169.5757801500552 13.022126560207253 0.5683174085863257 0.43168259141367427
 -79.68774868797941 -20.554468427686487 -49.488714063603304 -49.36577219086189 173.71384363681113 13.180054766077838 0.5771342217815846 0.4228657782184157
 -79.68774868797941 -20.554468427686487 -49.05264731352456 -47.88846068333796 162.85601023258812 12.761505014401244 0.5538102231700236 0.44618977682997646
 -79.68774868797941 -20.554468427686487 -48.826605076603016 -47.26341517716499 160.9451069652714 12.686414267446551 0.5486876393447562 0.45131236065524377
 -79.68774868797941 -20.554468427686487 -48.00986577041907 -46.78717994608211 153.19560709871092 12.377221299577338 0.5401558514085107 0.45984414859148925
 -73.7546097274815 -20.554468427686487 -45.45020412807469 -45.343361921203375 142.7901404738269 11.949482853823714 0.5037252589566623 0.4962747410433376
 -73.7546097274815 -20.554468427686487 -44.43672901278479 -44.49436032390927 140.39166724455612 11.848698968433458 0.47650323979832315 0.5234967602016769
 -73.7546097274815 -12.58547040435812 -43.71937185514878 -43.238087815844764 146.3776476948926 12.098663054027606 0.5163941093698822 0.48360589063011794
 -73.7546097274815 -12.58547040435812 -41.966423065260805 -41.787272541734886 151.7416812527369 12.318347342591737 0.5084730958098981 0.491526904190102
 -73.7546097274815 -12.58547040435812 -39.67115070824268 -40.470349320430984 143.113945334244 11.963024088174528 0.5276870364940187 0.47231296350598156
 -73.7546097274815 -12.58547040435812 -38.92261286882114 -39.56162871791608 149.46095665075285 12.225422555100206 0.5160247388159859 0.483975261184014
 -73.7546097274815 -12.58547040435812 -37.899614257183515 -38.73819699375688 144.88542527075683 12.036836181935717 0.5132481797874956 0.4867518202125044
 -73.7546097274815 -12.58547040435812 -36.894536811424345 -37.29480786220252 130.29213564709966 11.414558057458889 0.5060838847209651 0.49391611527903506
 -73.7546097274815 -12.58547040435812 -35.047322458555904 -36.03727022563175 131.55828710118064 11.46988609800379 0.4992161708295066 0.5007838291704935
 -73.7546097274815 -12.58547040435812 -33.64591028222009 -35.391980371913256 127.93994826413059 11.311054250781869 0.48658093244981615 0.5134190675501837
 -73.7546097274815 -12.58547040435812 -32.93659857847733 -34.98748575331354 123.55001496187852 11.115305437183384 0.4674345324317276 0.5325654675682724
 -72.01347297232788 -12.58547040435812 -31.929377866330597 -34.60841596740711 122.48278386908726 11.067194037744493 0.4848811791957611 0.515118820804239
 -72.01347297232788 -12.58547040435812 -31.26178078360676 -33.54141032400398 109.22316649509293 10.45098878073711 0.46967616930188333 0.5303238306981167
 -72.01347297232788 -12.58547040435812 -31.26178078360676 -33.213074721851314 106.75203203298796 10.332087496386583 0.4700852866287898 0.5299147133712101
 -72.01347297232788 -12.58547040435812 -30.784782313701243 -32.459677636962425 103.6286591618516 10.17981626365877 0.5136432511085836 0.48635674889141645
 -71.54257463880734 -10.553044406515198 -30.453578249716998 -32.12173934413077 105.64721805768423 10.278483256671883 0.5323235205458259 0.4676764794541743
 -71.54257463880734 -10.553044406515198 -29.328631605685132 -31.33217599711176 102.53795038933822 10.126102428345183 0.5425204060193962 0.457479593980604
 -71.54257463880734 -10.553044406515198 -29.20049905652668 -30.883723042630844 103.99911642537248 10.197995706283292 0.5474412518415214 0.4525587481584789
 -70.34689030793295 -10.553044406515198 -28.9044218201742 -30.37249646965375 101.07074591115396 10.053394745614735 0.5279290929011183 0.4720709070988817
 -70.34689030793295 -10.553044406515198 -28.747727810197617 -29.476654307289106 108.6776662310605 10.424858091650961 0.5278146272416858 0.4721853727583142
 -70.34689030793295 -10.341872445621163 -27.152013500875412 -28.635344701917376 103.03298047944719 10.150516266646106 0.5197255670849688 0.48027443291503114
 -57.686890942341876 -10.341872445621163 -25.80747553985777 -27.71619837851925 87.73673043430358 9.366788693800217 0.5084182897187602 0.49158171028123965
 -57.686890942341876 -10.341872445621163 -24.733805057
